transaction_id,product_id,product_name,category,quantity,price,seller_id,region,timestamp
T4225,P53,Product G,Cat2,5,138.04,S16,West,2025-01-03 22:25:00
T4226,P6,Product C,Cat5,2,335.86,S16,West,2025-01-03 22:26:00
T4227,P43,Product F,Cat4,5,430.71,S4,West,2025-01-03 22:27:00
T4228,P1,Product C,Cat1,8,429.79,S17,East,2025-01-03 22:28:00
T4229,P38,Product C,Cat5,2,435.4,S3,West,2025-01-03 22:29:00
T4230,P24,Product R,Cat2,3,489.09,S12,North,2025-01-03 22:30:00
T4231,P2,Product E,Cat4,5,341.05,S20,East,2025-01-03 22:31:00
T4232,P6,Product A,Cat4,2,141.28,S5,West,2025-01-03 22:32:00
T4233,P89,Product H,Cat3,10,171.96,S1,West,2025-01-03 22:33:00
T4234,P15,Product M,Cat5,2,438.56,S14,East,2025-01-03 22:34:00
T4235,P75,Product A,Cat1,9,45.01,S12,South,2025-01-03 22:35:00
T4236,P5,Product I,Cat4,4,346.02,S6,West,2025-01-03 22:36:00
T4237,P11,Product K,Cat2,1,282.81,S2,South,2025-01-03 22:37:00
T4238,P40,Product G,Cat4,7,189.94,S16,South,2025-01-03 22:38:00
T4239,P52,Product T,Cat2,6,287.59,S18,North,2025-01-03 22:39:00
T4240,P77,Product B,Cat1,2,83.54,S20,West,2025-01-03 22:40:00
T4241,P85,Product B,Cat2,7,117.79,S12,South,2025-01-03 22:41:00
T4242,P86,Product S,Cat5,3,385.81,S18,North,2025-01-03 22:42:00
T4243,P80,Product L,Cat3,2,76.57,S10,South,2025-01-03 22:43:00
T4244,P81,Product A,Cat3,1,92.72,S20,South,2025-01-03 22:44:00
T4245,P80,Product K,Cat5,9,418.4,S2,East,2025-01-03 22:45:00
T4246,P94,Product K,Cat2,10,307.82,S6,North,2025-01-03 22:46:00
T4247,P82,Product M,Cat2,10,167.55,S1,West,2025-01-03 22:47:00
T4248,P1,Product N,Cat2,1,164.59,S8,West,2025-01-03 22:48:00
T4249,P83,Product E,Cat2,3,224.06,S10,West,2025-01-03 22:49:00
T4250,P99,Product C,Cat5,10,426.11,S5,East,2025-01-03 22:50:00
T4251,P97,Product P,Cat1,3,12.91,S7,South,2025-01-03 22:51:00
T4252,P94,Product K,Cat2,3,447.41,S3,North,2025-01-03 22:52:00
T4253,P53,Product D,Cat5,3,392.24,S2,North,2025-01-03 22:53:00
T4254,P78,Product K,Cat2,5,207.61,S20,North,2025-01-03 22:54:00
T4255,P1,Product C,Cat1,2,161.0,S6,West,2025-01-03 22:55:00
T4256,P94,Product I,Cat5,2,400.49,S6,East,2025-01-03 22:56:00
T4257,P72,Product L,Cat1,1,35.54,S18,South,2025-01-03 22:57:00
T4258,P15,Product H,Cat1,10,431.85,S9,West,2025-01-03 22:58:00
T4259,P53,Product E,Cat3,7,489.8,S7,West,2025-01-03 22:59:00
T4260,P57,Product E,Cat4,3,410.76,S20,South,2025-01-03 23:00:00
T4261,P72,Product H,Cat3,2,313.82,S16,West,2025-01-03 23:01:00
T4262,P8,Product N,Cat5,1,305.05,S1,South,2025-01-03 23:02:00
T4263,P1,Product O,Cat4,6,57.94,S19,South,2025-01-03 23:03:00
T4264,P15,Product S,Cat2,4,134.09,S13,South,2025-01-03 23:04:00
T4265,P17,Product C,Cat5,2,51.05,S4,West,2025-01-03 23:05:00
T4266,P57,Product H,Cat1,1,261.76,S11,East,2025-01-03 23:06:00
T4267,P94,Product C,Cat1,4,248.42,S17,East,2025-01-03 23:07:00
T4268,P80,Product Q,Cat1,10,339.99,S8,North,2025-01-03 23:08:00
T4269,P75,Product I,Cat5,9,401.95,S18,East,2025-01-03 23:09:00
T4270,P1,Product O,Cat3,8,490.82,S9,North,2025-01-03 23:10:00
T4271,P44,Product I,Cat2,9,16.88,S13,West,2025-01-03 23:11:00
T4272,P71,Product C,Cat4,7,474.43,S7,West,2025-01-03 23:12:00
T4273,P73,Product G,Cat1,10,89.29,S10,East,2025-01-03 23:13:00
T4274,P36,Product J,Cat1,1,15.36,S11,South,2025-01-03 23:14:00
T4275,P65,Product G,Cat1,8,256.72,S19,West,2025-01-03 23:15:00
T4276,P39,Product Q,Cat3,7,53.43,S5,West,2025-01-03 23:16:00
T4277,P92,Product Q,Cat4,7,168.4,S2,North,2025-01-03 23:17:00
T4278,P70,Product R,Cat4,8,192.25,S3,South,2025-01-03 23:18:00
T4279,P92,Product O,Cat4,7,241.32,S19,East,2025-01-03 23:19:00
T4280,P43,Product M,Cat2,1,108.68,S7,West,2025-01-03 23:20:00
T4281,P29,Product F,Cat2,9,308.94,S12,East,2025-01-03 23:21:00
T4282,P51,Product H,Cat1,4,431.61,S11,South,2025-01-03 23:22:00
T4283,P53,Product D,Cat5,1,415.7,S9,East,2025-01-03 23:23:00
T4284,P6,Product C,Cat4,5,146.55,S2,West,2025-01-03 23:24:00
T4285,P86,Product T,Cat3,8,65.36,S3,West,2025-01-03 23:25:00
T4286,P49,Product P,Cat5,6,20.25,S8,South,2025-01-03 23:26:00
T4287,P3,Product J,Cat2,5,266.9,S14,North,2025-01-03 23:27:00
T4288,P2,Product G,Cat5,10,368.93,S8,West,2025-01-03 23:28:00
T4289,P74,Product E,Cat2,4,403.45,S8,East,2025-01-03 23:29:00
T4290,P74,Product F,Cat5,10,320.79,S10,East,2025-01-03 23:30:00
T4291,P26,Product C,Cat2,6,359.18,S7,North,2025-01-03 23:31:00
T4292,P20,Product C,Cat5,5,489.99,S17,South,2025-01-03 23:32:00
T4293,P65,Product O,Cat2,1,339.08,S2,East,2025-01-03 23:33:00
T4294,P92,Product E,Cat1,1,301.84,S6,East,2025-01-03 23:34:00
T4295,P48,Product B,Cat2,9,442.01,S11,North,2025-01-03 23:35:00
T4296,P94,Product C,Cat1,10,371.12,S4,North,2025-01-03 23:36:00
T4297,P32,Product G,Cat2,7,178.51,S20,East,2025-01-03 23:37:00
T4298,P51,Product E,Cat5,7,344.26,S3,South,2025-01-03 23:38:00
T4299,P77,Product G,Cat4,7,146.15,S12,North,2025-01-03 23:39:00
T4300,P10,Product E,Cat4,7,367.62,S5,West,2025-01-03 23:40:00
T4301,P86,Product P,Cat3,2,441.27,S19,North,2025-01-03 23:41:00
T4302,P5,Product M,Cat2,4,76.48,S4,South,2025-01-03 23:42:00
T4303,P94,Product L,Cat3,9,335.93,S15,South,2025-01-03 23:43:00
T4304,P18,Product J,Cat1,6,357.26,S2,South,2025-01-03 23:44:00
T4305,P15,Product M,Cat2,6,352.68,S6,South,2025-01-03 23:45:00
T4306,P32,Product J,Cat3,1,198.4,S14,North,2025-01-03 23:46:00
T4307,P91,Product J,Cat3,1,136.63,S20,North,2025-01-03 23:47:00
T4308,P3,Product N,Cat2,6,441.41,S13,East,2025-01-03 23:48:00
T4309,P84,Product Q,Cat3,9,450.13,S3,North,2025-01-03 23:49:00
T4310,P31,Product F,Cat3,10,180.62,S17,East,2025-01-03 23:50:00
T4311,P24,Product I,Cat2,4,126.27,S2,South,2025-01-03 23:51:00
T4312,P42,Product M,Cat5,3,302.59,S3,West,2025-01-03 23:52:00
T4313,P39,Product J,Cat4,4,321.67,S13,South,2025-01-03 23:53:00
T4314,P56,Product S,Cat3,3,351.64,S9,North,2025-01-03 23:54:00
T4315,P55,Product S,Cat2,1,234.41,S4,South,2025-01-03 23:55:00
T4316,P22,Product P,Cat2,2,196.81,S20,East,2025-01-03 23:56:00
T4317,P20,Product C,Cat2,2,428.96,S2,North,2025-01-03 23:57:00
T4318,P22,Product B,Cat3,7,135.94,S16,South,2025-01-03 23:58:00
T4319,P39,Product G,Cat3,6,331.39,S6,North,2025-01-03 23:59:00
T4320,P34,Product F,Cat2,9,10.14,S14,North,2025-01-04 00:00:00
T4321,P27,Product F,Cat3,7,258.45,S2,West,2025-01-04 00:01:00
T4322,P70,Product A,Cat3,3,477.8,S18,East,2025-01-04 00:02:00
T4323,P71,Product S,Cat1,3,458.88,S1,East,2025-01-04 00:03:00
T4324,P26,Product E,Cat1,8,499.86,S20,South,2025-01-04 00:04:00
T4325,P20,Product B,Cat1,4,167.56,S7,West,2025-01-04 00:05:00
T4326,P90,Product N,Cat2,10,472.84,S14,South,2025-01-04 00:06:00
T4327,P25,Product C,Cat3,2,72.75,S9,North,2025-01-04 00:07:00
T4328,P65,Product I,Cat3,9,33.73,S19,South,2025-01-04 00:08:00
T4329,P3,Product Q,Cat4,6,416.48,S15,North,2025-01-04 00:09:00
T4330,P72,Product L,Cat3,3,469.9,S10,North,2025-01-04 00:10:00
T4331,P66,Product C,Cat3,5,178.86,S17,South,2025-01-04 00:11:00
T4332,P28,Product M,Cat2,9,213.95,S13,East,2025-01-04 00:12:00
T4333,P68,Product S,Cat4,6,341.46,S15,West,2025-01-04 00:13:00
T4334,P72,Product P,Cat4,2,189.0,S17,East,2025-01-04 00:14:00
T4335,P54,Product H,Cat5,4,33.1,S10,East,2025-01-04 00:15:00
T4336,P49,Product R,Cat3,9,113.9,S16,West,2025-01-04 00:16:00
T4337,P94,Product K,Cat1,6,426.44,S1,North,2025-01-04 00:17:00
T4338,P95,Product J,Cat3,3,311.9,S7,North,2025-01-04 00:18:00
T4339,P85,Product T,Cat4,8,288.26,S8,South,2025-01-04 00:19:00
T4340,P80,Product M,Cat1,3,20.04,S11,North,2025-01-04 00:20:00
T4341,P71,Product M,Cat3,6,259.12,S14,North,2025-01-04 00:21:00
T4342,P44,Product G,Cat2,7,294.33,S2,East,2025-01-04 00:22:00
T4343,P90,Product J,Cat3,9,345.7,S8,South,2025-01-04 00:23:00
T4344,P76,Product Q,Cat2,1,197.31,S14,South,2025-01-04 00:24:00
T4345,P83,Product R,Cat1,4,38.64,S20,North,2025-01-04 00:25:00
T4346,P85,Product M,Cat2,1,109.38,S10,East,2025-01-04 00:26:00
T4347,P5,Product J,Cat5,3,216.73,S20,East,2025-01-04 00:27:00
T4348,P45,Product N,Cat5,1,160.23,S7,East,2025-01-04 00:28:00
T4349,P24,Product T,Cat2,10,303.56,S17,North,2025-01-04 00:29:00
T4350,P29,Product S,Cat5,2,132.48,S20,West,2025-01-04 00:30:00
T4351,P63,Product P,Cat5,2,46.75,S17,South,2025-01-04 00:31:00
T4352,P34,Product S,Cat2,5,57.43,S4,North,2025-01-04 00:32:00
T4353,P59,Product A,Cat3,4,10.23,S8,East,2025-01-04 00:33:00
T4354,P87,Product H,Cat3,5,116.45,S19,East,2025-01-04 00:34:00
T4355,P75,Product D,Cat5,7,403.05,S6,South,2025-01-04 00:35:00
T4356,P85,Product I,Cat1,8,258.18,S18,South,2025-01-04 00:36:00
T4357,P96,Product G,Cat3,9,374.75,S19,West,2025-01-04 00:37:00
T4358,P32,Product E,Cat3,10,194.61,S6,North,2025-01-04 00:38:00
T4359,P96,Product Q,Cat3,8,342.92,S16,East,2025-01-04 00:39:00
T4360,P13,Product T,Cat4,1,309.34,S13,South,2025-01-04 00:40:00
T4361,P78,Product N,Cat2,3,359.84,S5,North,2025-01-04 00:41:00
T4362,P64,Product G,Cat5,9,339.02,S5,South,2025-01-04 00:42:00
T4363,P18,Product S,Cat2,10,114.75,S11,North,2025-01-04 00:43:00
T4364,P11,Product D,Cat3,7,91.56,S12,West,2025-01-04 00:44:00
T4365,P31,Product Q,Cat3,10,479.19,S20,West,2025-01-04 00:45:00
T4366,P38,Product O,Cat1,6,189.18,S8,South,2025-01-04 00:46:00
T4367,P54,Product I,Cat2,10,317.08,S9,North,2025-01-04 00:47:00
T4368,P30,Product L,Cat1,6,204.27,S20,East,2025-01-04 00:48:00
T4369,P51,Product N,Cat5,10,344.22,S16,West,2025-01-04 00:49:00
T4370,P99,Product O,Cat3,9,61.05,S9,South,2025-01-04 00:50:00
T4371,P74,Product C,Cat3,6,263.45,S20,West,2025-01-04 00:51:00
T4372,P39,Product B,Cat5,8,110.76,S20,North,2025-01-04 00:52:00
T4373,P61,Product R,Cat2,8,468.38,S12,North,2025-01-04 00:53:00
T4374,P46,Product I,Cat5,4,295.65,S18,East,2025-01-04 00:54:00
T4375,P28,Product K,Cat3,2,194.54,S3,West,2025-01-04 00:55:00
T4376,P4,Product O,Cat1,2,415.57,S13,West,2025-01-04 00:56:00
T4377,P16,Product T,Cat3,1,264.64,S2,North,2025-01-04 00:57:00
T4378,P78,Product K,Cat1,10,452.49,S5,West,2025-01-04 00:58:00
T4379,P7,Product H,Cat5,4,161.85,S20,East,2025-01-04 00:59:00
T4380,P78,Product H,Cat2,5,142.81,S13,East,2025-01-04 01:00:00
T4381,P97,Product R,Cat5,3,56.68,S17,East,2025-01-04 01:01:00
T4382,P68,Product E,Cat1,7,164.19,S12,South,2025-01-04 01:02:00
T4383,P27,Product R,Cat2,4,444.94,S8,North,2025-01-04 01:03:00
T4384,P56,Product Q,Cat2,2,13.12,S10,South,2025-01-04 01:04:00
T4385,P89,Product C,Cat3,10,334.93,S13,East,2025-01-04 01:05:00
T4386,P85,Product C,Cat4,7,359.59,S1,West,2025-01-04 01:06:00
T4387,P51,Product R,Cat4,3,474.34,S5,East,2025-01-04 01:07:00
T4388,P58,Product F,Cat3,7,436.03,S8,East,2025-01-04 01:08:00
T4389,P75,Product T,Cat4,3,247.95,S4,South,2025-01-04 01:09:00
T4390,P20,Product G,Cat5,3,385.98,S18,South,2025-01-04 01:10:00
T4391,P74,Product B,Cat4,8,118.45,S2,North,2025-01-04 01:11:00
T4392,P85,Product P,Cat1,7,235.01,S11,East,2025-01-04 01:12:00
T4393,P76,Product R,Cat5,4,270.96,S6,South,2025-01-04 01:13:00
T4394,P85,Product P,Cat3,1,260.55,S7,North,2025-01-04 01:14:00
T4395,P85,Product J,Cat4,5,418.71,S18,South,2025-01-04 01:15:00
T4396,P46,Product J,Cat4,7,461.14,S17,North,2025-01-04 01:16:00
T4397,P37,Product T,Cat5,9,210.21,S7,West,2025-01-04 01:17:00
T4398,P47,Product K,Cat3,1,160.63,S19,West,2025-01-04 01:18:00
T4399,P69,Product H,Cat2,4,121.34,S9,North,2025-01-04 01:19:00
T4400,P21,Product Q,Cat1,4,202.06,S11,East,2025-01-04 01:20:00
T4401,P25,Product D,Cat3,4,195.33,S12,North,2025-01-04 01:21:00
T4402,P39,Product G,Cat5,5,422.66,S20,South,2025-01-04 01:22:00
T4403,P3,Product M,Cat2,3,416.93,S9,North,2025-01-04 01:23:00
T4404,P71,Product J,Cat1,2,19.21,S12,East,2025-01-04 01:24:00
T4405,P80,Product D,Cat2,6,114.14,S2,West,2025-01-04 01:25:00
T4406,P99,Product R,Cat2,4,61.68,S4,West,2025-01-04 01:26:00
T4407,P53,Product O,Cat3,3,368.54,S20,South,2025-01-04 01:27:00
T4408,P60,Product O,Cat5,6,432.93,S5,South,2025-01-04 01:28:00
T4409,P72,Product M,Cat3,3,32.14,S3,East,2025-01-04 01:29:00
T4410,P67,Product A,Cat3,1,232.37,S4,West,2025-01-04 01:30:00
T4411,P40,Product A,Cat2,3,319.85,S8,East,2025-01-04 01:31:00
T4412,P3,Product T,Cat1,10,66.07,S7,North,2025-01-04 01:32:00
T4413,P87,Product C,Cat2,6,274.04,S20,South,2025-01-04 01:33:00
T4414,P100,Product M,Cat4,6,76.83,S15,East,2025-01-04 01:34:00
T4415,P46,Product B,Cat2,8,366.44,S18,North,2025-01-04 01:35:00
T4416,P8,Product O,Cat5,8,131.55,S1,West,2025-01-04 01:36:00
T4417,P54,Product T,Cat5,6,109.0,S12,North,2025-01-04 01:37:00
T4418,P49,Product K,Cat5,9,19.87,S5,East,2025-01-04 01:38:00
T4419,P2,Product H,Cat5,4,16.55,S5,North,2025-01-04 01:39:00
T4420,P11,Product T,Cat1,9,359.14,S20,South,2025-01-04 01:40:00
T4421,P10,Product J,Cat2,7,175.48,S7,North,2025-01-04 01:41:00
T4422,P10,Product H,Cat4,9,15.34,S3,South,2025-01-04 01:42:00
T4423,P31,Product H,Cat2,8,307.79,S16,South,2025-01-04 01:43:00
T4424,P87,Product O,Cat4,4,175.77,S14,East,2025-01-04 01:44:00
T4425,P54,Product H,Cat2,2,81.88,S9,West,2025-01-04 01:45:00
T4426,P36,Product A,Cat5,5,139.23,S10,South,2025-01-04 01:46:00
T4427,P28,Product T,Cat1,9,14.84,S14,North,2025-01-04 01:47:00
T4428,P86,Product T,Cat1,3,218.89,S19,East,2025-01-04 01:48:00
T4429,P98,Product R,Cat5,5,384.13,S10,East,2025-01-04 01:49:00
T4430,P5,Product K,Cat5,9,114.96,S6,East,2025-01-04 01:50:00
T4431,P87,Product H,Cat2,2,434.71,S17,West,2025-01-04 01:51:00
T4432,P97,Product P,Cat5,2,430.98,S3,North,2025-01-04 01:52:00
T4433,P13,Product P,Cat1,1,424.84,S7,South,2025-01-04 01:53:00
T4434,P29,Product B,Cat3,6,259.12,S10,South,2025-01-04 01:54:00
T4435,P45,Product B,Cat2,6,142.57,S17,West,2025-01-04 01:55:00
T4436,P21,Product K,Cat2,6,130.51,S5,North,2025-01-04 01:56:00
T4437,P58,Product P,Cat4,2,48.14,S20,West,2025-01-04 01:57:00
T4438,P80,Product I,Cat4,3,302.97,S3,East,2025-01-04 01:58:00
T4439,P2,Product B,Cat3,9,411.2,S1,West,2025-01-04 01:59:00
T4440,P22,Product L,Cat2,2,185.47,S1,West,2025-01-04 02:00:00
T4441,P76,Product I,Cat4,9,402.14,S1,North,2025-01-04 02:01:00
T4442,P4,Product Q,Cat2,4,479.24,S8,North,2025-01-04 02:02:00
T4443,P49,Product B,Cat4,9,358.06,S2,East,2025-01-04 02:03:00
T4444,P83,Product D,Cat3,1,257.97,S10,South,2025-01-04 02:04:00
T4445,P84,Product E,Cat4,10,154.11,S4,East,2025-01-04 02:05:00
T4446,P80,Product Q,Cat1,7,393.43,S7,East,2025-01-04 02:06:00
T4447,P55,Product L,Cat4,7,395.68,S8,South,2025-01-04 02:07:00
T4448,P98,Product R,Cat3,4,457.51,S7,South,2025-01-04 02:08:00
T4449,P83,Product P,Cat3,5,383.21,S3,East,2025-01-04 02:09:00
T4450,P49,Product A,Cat5,7,98.21,S18,South,2025-01-04 02:10:00
T4451,P41,Product I,Cat5,4,53.06,S14,West,2025-01-04 02:11:00
T4452,P61,Product P,Cat4,8,103.07,S9,East,2025-01-04 02:12:00
T4453,P61,Product S,Cat3,3,227.53,S19,North,2025-01-04 02:13:00
T4454,P40,Product J,Cat1,3,484.41,S3,South,2025-01-04 02:14:00
T4455,P4,Product L,Cat5,8,358.89,S19,North,2025-01-04 02:15:00
T4456,P45,Product L,Cat1,9,211.05,S20,East,2025-01-04 02:16:00
T4457,P34,Product J,Cat3,4,341.73,S18,South,2025-01-04 02:17:00
T4458,P15,Product H,Cat2,4,34.63,S9,South,2025-01-04 02:18:00
T4459,P15,Product I,Cat2,10,146.33,S4,North,2025-01-04 02:19:00
T4460,P40,Product O,Cat5,4,141.37,S10,South,2025-01-04 02:20:00
T4461,P27,Product M,Cat3,1,438.6,S20,East,2025-01-04 02:21:00
T4462,P17,Product F,Cat1,2,395.89,S8,East,2025-01-04 02:22:00
T4463,P44,Product D,Cat4,7,460.82,S5,West,2025-01-04 02:23:00
T4464,P67,Product A,Cat4,2,321.61,S12,South,2025-01-04 02:24:00
T4465,P37,Product F,Cat4,8,245.83,S15,East,2025-01-04 02:25:00
T4466,P42,Product E,Cat5,5,247.35,S10,East,2025-01-04 02:26:00
T4467,P94,Product C,Cat3,4,33.03,S13,East,2025-01-04 02:27:00
T4468,P70,Product K,Cat4,6,325.39,S5,East,2025-01-04 02:28:00
T4469,P30,Product N,Cat2,6,485.44,S15,North,2025-01-04 02:29:00
T4470,P2,Product B,Cat1,7,106.38,S16,East,2025-01-04 02:30:00
T4471,P22,Product E,Cat1,6,391.39,S19,West,2025-01-04 02:31:00
T4472,P87,Product E,Cat2,1,63.6,S3,East,2025-01-04 02:32:00
T4473,P86,Product I,Cat2,10,151.74,S3,South,2025-01-04 02:33:00
T4474,P23,Product S,Cat5,4,40.2,S14,East,2025-01-04 02:34:00
T4475,P10,Product L,Cat1,9,153.21,S12,North,2025-01-04 02:35:00
T4476,P66,Product Q,Cat1,7,163.64,S12,East,2025-01-04 02:36:00
T4477,P87,Product C,Cat5,9,198.39,S16,North,2025-01-04 02:37:00
T4478,P6,Product M,Cat1,8,372.29,S2,North,2025-01-04 02:38:00
T4479,P72,Product F,Cat4,1,168.27,S12,East,2025-01-04 02:39:00
T4480,P46,Product L,Cat3,10,296.84,S9,North,2025-01-04 02:40:00
T4481,P19,Product K,Cat2,9,266.0,S9,East,2025-01-04 02:41:00
T4482,P75,Product E,Cat3,6,327.74,S1,North,2025-01-04 02:42:00
T4483,P84,Product Q,Cat5,1,275.31,S13,North,2025-01-04 02:43:00
T4484,P91,Product B,Cat5,10,417.65,S11,North,2025-01-04 02:44:00
T4485,P82,Product J,Cat4,9,464.83,S13,South,2025-01-04 02:45:00
T4486,P40,Product E,Cat2,8,163.87,S16,West,2025-01-04 02:46:00
T4487,P7,Product T,Cat2,8,257.14,S18,West,2025-01-04 02:47:00
T4488,P20,Product D,Cat2,3,213.93,S15,South,2025-01-04 02:48:00
T4489,P48,Product M,Cat4,5,65.85,S6,East,2025-01-04 02:49:00
T4490,P74,Product O,Cat2,10,227.29,S11,East,2025-01-04 02:50:00
T4491,P10,Product R,Cat1,2,257.15,S9,West,2025-01-04 02:51:00
T4492,P65,Product J,Cat5,7,185.95,S6,South,2025-01-04 02:52:00
T4493,P75,Product Q,Cat1,4,160.46,S15,West,2025-01-04 02:53:00
T4494,P8,Product B,Cat3,9,191.35,S11,East,2025-01-04 02:54:00
T4495,P12,Product O,Cat2,4,266.77,S11,North,2025-01-04 02:55:00
T4496,P42,Product T,Cat4,5,340.78,S14,West,2025-01-04 02:56:00
T4497,P12,Product A,Cat5,2,352.83,S13,North,2025-01-04 02:57:00
T4498,P53,Product P,Cat5,6,39.89,S15,East,2025-01-04 02:58:00
T4499,P46,Product D,Cat2,3,357.98,S10,East,2025-01-04 02:59:00
T4500,P48,Product I,Cat1,10,278.85,S15,North,2025-01-04 03:00:00
T4501,P56,Product A,Cat3,6,63.7,S4,West,2025-01-04 03:01:00
T4502,P1,Product N,Cat1,9,221.55,S16,West,2025-01-04 03:02:00
T4503,P44,Product O,Cat4,4,41.99,S10,North,2025-01-04 03:03:00
T4504,P63,Product I,Cat3,2,238.28,S17,South,2025-01-04 03:04:00
T4505,P62,Product F,Cat4,7,63.29,S16,North,2025-01-04 03:05:00
T4506,P96,Product K,Cat4,4,394.09,S20,North,2025-01-04 03:06:00
T4507,P72,Product J,Cat1,6,317.92,S16,West,2025-01-04 03:07:00
T4508,P51,Product S,Cat2,10,81.8,S13,South,2025-01-04 03:08:00
T4509,P81,Product M,Cat5,10,62.14,S3,West,2025-01-04 03:09:00
T4510,P95,Product K,Cat1,7,314.55,S11,North,2025-01-04 03:10:00
T4511,P62,Product B,Cat4,4,155.63,S9,East,2025-01-04 03:11:00
T4512,P27,Product T,Cat4,4,363.98,S9,East,2025-01-04 03:12:00
T4513,P52,Product P,Cat3,4,190.37,S11,North,2025-01-04 03:13:00
T4514,P57,Product C,Cat1,9,132.55,S18,East,2025-01-04 03:14:00
T4515,P59,Product F,Cat5,7,300.16,S13,South,2025-01-04 03:15:00
T4516,P97,Product F,Cat3,5,24.52,S16,East,2025-01-04 03:16:00
T4517,P32,Product O,Cat1,7,263.84,S1,North,2025-01-04 03:17:00
T4518,P76,Product G,Cat5,1,274.98,S16,North,2025-01-04 03:18:00
T4519,P4,Product H,Cat3,1,324.81,S12,North,2025-01-04 03:19:00
T4520,P6,Product S,Cat4,6,334.1,S6,West,2025-01-04 03:20:00
T4521,P45,Product P,Cat4,8,11.55,S11,West,2025-01-04 03:21:00
T4522,P93,Product Q,Cat3,9,351.92,S2,East,2025-01-04 03:22:00
T4523,P74,Product O,Cat3,9,236.31,S17,North,2025-01-04 03:23:00
T4524,P65,Product I,Cat4,8,274.57,S1,West,2025-01-04 03:24:00
T4525,P55,Product S,Cat3,4,292.28,S12,West,2025-01-04 03:25:00
T4526,P78,Product S,Cat5,7,387.5,S17,East,2025-01-04 03:26:00
T4527,P84,Product F,Cat2,5,239.7,S5,East,2025-01-04 03:27:00
T4528,P70,Product P,Cat4,4,430.99,S15,East,2025-01-04 03:28:00
T4529,P65,Product M,Cat3,7,313.26,S1,North,2025-01-04 03:29:00
T4530,P42,Product E,Cat2,7,130.91,S2,West,2025-01-04 03:30:00
T4531,P22,Product K,Cat3,8,170.64,S17,South,2025-01-04 03:31:00
T4532,P36,Product L,Cat3,9,280.07,S11,East,2025-01-04 03:32:00
T4533,P90,Product A,Cat5,4,27.13,S9,South,2025-01-04 03:33:00
T4534,P76,Product P,Cat1,2,398.85,S13,West,2025-01-04 03:34:00
T4535,P100,Product C,Cat3,8,492.03,S11,North,2025-01-04 03:35:00
T4536,P80,Product R,Cat2,10,95.92,S1,East,2025-01-04 03:36:00
T4537,P14,Product Q,Cat4,10,184.23,S10,South,2025-01-04 03:37:00
T4538,P78,Product L,Cat4,10,127.42,S8,North,2025-01-04 03:38:00
T4539,P34,Product D,Cat5,2,26.21,S13,East,2025-01-04 03:39:00
T4540,P35,Product Q,Cat4,7,204.62,S6,South,2025-01-04 03:40:00
T4541,P83,Product F,Cat5,5,315.37,S10,West,2025-01-04 03:41:00
T4542,P13,Product T,Cat5,6,275.62,S18,North,2025-01-04 03:42:00
T4543,P99,Product M,Cat2,1,219.25,S19,North,2025-01-04 03:43:00
T4544,P47,Product E,Cat3,7,49.84,S18,West,2025-01-04 03:44:00
T4545,P50,Product S,Cat2,1,471.33,S20,West,2025-01-04 03:45:00
T4546,P97,Product K,Cat3,8,341.41,S10,West,2025-01-04 03:46:00
T4547,P72,Product N,Cat3,3,312.18,S1,North,2025-01-04 03:47:00
T4548,P43,Product C,Cat4,10,73.08,S9,East,2025-01-04 03:48:00
T4549,P80,Product C,Cat1,9,136.81,S13,East,2025-01-04 03:49:00
T4550,P52,Product Q,Cat2,1,180.26,S9,East,2025-01-04 03:50:00
T4551,P45,Product J,Cat1,3,438.45,S10,East,2025-01-04 03:51:00
T4552,P7,Product E,Cat5,4,476.33,S9,West,2025-01-04 03:52:00
T4553,P92,Product D,Cat2,1,55.67,S10,East,2025-01-04 03:53:00
T4554,P80,Product S,Cat1,10,498.18,S4,South,2025-01-04 03:54:00
T4555,P8,Product B,Cat2,5,321.53,S10,West,2025-01-04 03:55:00
T4556,P69,Product P,Cat4,4,326.46,S13,East,2025-01-04 03:56:00
T4557,P36,Product K,Cat4,2,109.54,S4,North,2025-01-04 03:57:00
T4558,P34,Product S,Cat3,3,366.53,S19,East,2025-01-04 03:58:00
T4559,P72,Product D,Cat3,9,195.34,S13,South,2025-01-04 03:59:00
T4560,P77,Product M,Cat4,10,290.48,S9,West,2025-01-04 04:00:00
T4561,P73,Product A,Cat2,5,429.02,S18,South,2025-01-04 04:01:00
T4562,P75,Product M,Cat4,2,425.29,S14,South,2025-01-04 04:02:00
T4563,P18,Product P,Cat1,6,62.62,S19,South,2025-01-04 04:03:00
T4564,P22,Product E,Cat4,4,287.72,S11,East,2025-01-04 04:04:00
T4565,P13,Product K,Cat3,6,426.89,S18,South,2025-01-04 04:05:00
T4566,P62,Product L,Cat2,5,390.07,S18,North,2025-01-04 04:06:00
T4567,P54,Product Q,Cat2,9,322.95,S15,South,2025-01-04 04:07:00
T4568,P43,Product H,Cat4,7,174.17,S15,South,2025-01-04 04:08:00
T4569,P79,Product C,Cat4,4,467.7,S3,West,2025-01-04 04:09:00
T4570,P79,Product J,Cat3,4,62.4,S17,West,2025-01-04 04:10:00
T4571,P52,Product O,Cat1,10,70.66,S15,East,2025-01-04 04:11:00
T4572,P30,Product G,Cat1,9,467.87,S20,West,2025-01-04 04:12:00
